,subject_id,block_id,file_position,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,trial_id,level_0,index,phase
214,1020,1,1011394,ESACC,L,1063567,1063591,25,652.7,518.6,562.9,498.8,2.52,165,1063145,6.0,41,5,study
215,1020,1,1019777,EFIX,L,1063592,1063815,224,560.7,496.7,2760,None,None,None,1063145,6.0,41,5,study
216,1020,1,1019831,SSACC,L,1063816,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
217,1020,1,1022032,ESACC,L,1063816,1063874,59,564.4,495.7,901.6,891.1,13.26,447,1063145,6.0,41,5,study
218,1020,1,1032376,EFIX,L,1063875,1064151,277,886.2,874.2,2260,None,None,None,1063145,6.0,41,5,study
219,1020,1,1032430,SSACC,L,1064152,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
220,1020,1,1033891,ESACC,L,1064152,1064190,39,887.6,871.6,709.9,823.7,4.78,205,1063145,6.0,41,5,study
221,1020,1,1037908,EFIX,L,1064191,1064296,106,718.2,825.0,2097,None,None,None,1063145,6.0,41,5,study
222,1020,1,1037962,SSACC,L,1064297,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
223,1020,1,1039645,ESACC,L,1064297,1064341,45,723.5,826.7,1106.7,756.4,10.07,377,1063145,6.0,41,5,study
224,1020,1,1061459,EFIX,L,1064342,1064928,587,1089.9,754.7,1746,None,None,None,1063145,6.0,41,5,study
225,1020,1,1061513,SSACC,L,1064929,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
226,1020,1,1063344,ESACC,L,1064929,1064977,49,1088.0,750.6,677.5,618.5,11.30,395,1063145,6.0,41,5,study
227,1020,1,1069692,EFIX,L,1064978,1065146,169,688.9,620.3,1745,None,None,None,1063145,6.0,41,5,study
228,1020,1,1069746,SSACC,L,1065147,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
229,1020,1,1071133,ESACC,L,1065147,1065183,37,692.1,620.1,558.0,525.2,4.39,207,1063145,6.0,41,5,study
230,1020,1,1080145,EFIX,L,1065184,1065424,241,562.9,525.5,1788,None,None,None,1063145,6.0,41,5,study
231,1020,1,1080199,SSACC,L,1065425,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
232,1020,1,1081290,ESACC,L,1065425,1065453,29,565.7,526.2,691.8,552.0,3.51,228,1063145,6.0,41,5,study
233,1020,1,1090302,EFIX,L,1065454,1065694,241,689.2,547.4,1786,None,None,None,1063145,6.0,41,5,study
